Id,Price
725,160805.52554228812
15856,232691.09682039445
5480,260199.37718798738
15664,334315.62651906756
14275,144729.25041187275
7633,210533.00033016354
13329,171563.0197751848
5502,223632.63889455656
4220,296773.6073681196
11538,212521.46803453035
15975,273614.6486329421
3310,218521.4842496664
9286,150300.6931224616
11260,183312.20479439804
5214,104431.37248150722
11307,181862.45317898935
13543,370432.3187503136
615,180826.23068206542
3495,214147.81436049525
2321,236838.66428675488
12046,188570.49225676138
16688,147355.62402566493
12694,237338.25375834265
783,152765.16826857868
8968,172514.65451941115
13454,180026.90686284503
12190,270554.55615333014
11160,113616.20228221078
10291,200806.48957524923
891,293436.02640910924
2982,180230.1874727482
3818,260273.5241862198
2449,201444.85569535784
8317,165616.08056831255
4922,181890.30838838054
1257,238002.54006802346
9348,224190.4602746347
4176,188333.52672987527
10704,159720.69326549923
6624,114587.17838372465
5428,175514.63322275312
12749,176055.95102227287
8994,184052.0203562987
11513,143961.93007593477
3047,179151.97446444287
9519,215638.6101695352
12309,245221.81468039923
14081,271734.9515971261
8334,249763.88506706618
6343,180628.9476413413
14788,131987.85064189875
15748,374960.64826881944
153,245182.96667637094
14149,183356.4123783398
269,194316.5174203474
5452,133539.93308389862
721,165156.04995462258
5079,325882.78667137644
2831,126970.04740571215
10614,112211.08966885883
10131,265660.02563746826
9996,315114.9147320322
3061,190835.12201224355
11733,328641.1211013209
3726,260702.89585702348
10929,218243.30404885524
9011,316998.8397064384
16182,275477.5012313312
4976,184815.69543874284
9897,252772.7633732963
1872,152446.41540071153
9205,362999.5057925929
5403,390913.46037892246
14074,209362.276092671
6268,155758.22067417612
14232,165747.77867138415
8532,244443.89203214063
7034,303837.9044171666
6553,403760.4371164957
3133,179552.70646920844
8596,206414.5641104758
12389,248477.9515605437
14462,179093.9934969396
8860,333437.4305466023
8377,299420.27680457855
6367,315942.2561852556
6917,252565.47602202208
4216,201654.94632202215
5806,171770.8844953083
5438,185418.57209835545
6632,202733.3611471654
2650,151670.71699889543
5396,211621.22075816436
4044,149998.44973959262
1345,232964.76255107223
856,173524.05842893888
12791,262241.1192236872
12499,215869.8285840759
12249,128369.4758632333
14641,144506.53427252208
1919,169937.91968574442
7848,203660.85419377024
10749,182146.48780012646
15554,189015.06548586432
15834,185752.55274816364
1355,151378.27907384542
15451,176189.5556194962
12401,207792.61636358398
10290,171951.41723176494
9462,119806.0204970554
3103,236782.18478135034
3420,142638.179535419
12262,236231.6914303069
5032,142985.68894003652
8949,302681.3000912006
15567,228692.9338592217
16389,161627.77318373142
7809,89073.0323808111
8990,172851.67295149417
16089,249430.8868576446
12743,98612.12928675277
5132,122790.15960261757
1619,286390.6841664838
2428,87537.66639348863
16741,164501.77964877518
13193,215570.09753241678
12588,526092.6348936135
5067,173976.54267956378
14685,126284.51826547664
2292,178265.03097189864
5746,121943.35044925187
12578,162244.85258759483
14834,184237.00300109072
2147,173611.49491851666
8222,129624.70969251127
10419,267440.59816954116
11492,216877.05891802712
3006,209036.35448290006
8761,195430.53641474477
15371,358868.0126903223
16367,156191.47869887
6317,276025.15612255095
10878,278048.1051777399
3895,156858.18444678787
8041,177976.1187345153
13428,462800.86349025054
14669,158575.05473572083
1006,180496.04344688216
12271,180553.47726881763
3764,433577.12547630706
7675,188963.8677621947
11709,277940.19903921615
8629,155239.93222545824
1105,289796.64621879405
6096,182290.5755163669
11727,214646.37320014258
5157,176767.34837804927
3679,153418.08283117556
1755,145425.4615404443
7391,189892.73534916452
7425,100648.10592503715
6882,363669.9196611856
10752,353677.8886212522
7472,202008.13964236632
14320,99286.16519852371
9596,164200.12571132957
5317,213874.56936226055
7378,85824.49715839238
16154,183063.6603906309
3464,197503.39224870544
4197,237153.9850919404
9477,113887.83923838958
12705,196402.0433743911
16426,196292.94851622923
1481,69646.5021219592
9946,255276.24855550812
12025,225041.47416184045
5341,231827.09269917483
9923,290439.3790769775
7953,268046.6219903571
11066,262636.7608780867
5037,173758.45187840099
2509,190874.47406765638
4937,330877.7882641455
12089,376341.1303040169
4964,175149.99796730108
16500,268495.8223549857
4625,147639.07408188243
2363,384611.76673675096
8148,183429.8929730243
3804,183003.73927140495
4584,155017.9424362238
10694,105673.8368655622
2691,173075.7575695485
2983,230769.75920768367
13563,325513.64868265146
10747,216214.46939761573
1721,200487.5520200687
2789,261374.45341089895
7214,261123.3403449119
8659,233015.7031615569
5107,294791.7326612785
3843,239151.6284530266
14610,397912.08584923757
15505,164610.20664658115
5060,264959.75476722314
16055,232069.81163818538
14963,210096.20143541746
4118,146808.89162463826
1672,187770.75712065553
3209,184416.37411142563
16515,144362.26316721892
973,173518.74840639363
12529,183848.85926965313
5896,122740.67472336887
5450,281186.4309148891
3249,157358.40802129713
8911,178026.00181158565
5898,239659.66323838982
1024,177346.49430991567
4766,207091.67713679752
15804,187060.58243508526
14303,201298.12184809626
10707,183790.5709900215
6605,204213.822523814
1138,376905.39743378886
14088,436402.97420901497
9154,188134.88181202085
8190,202255.9862923432
398,295869.2589170183
13302,245779.59158584249
9696,148940.20896678214
16786,120381.69043533187
16230,212546.8329899387
6552,184261.53579247536
923,216614.3929693199
9602,324206.44651177066
5857,253583.24855967457
8120,172970.3056836256
7134,181516.26808633527
11726,167386.7353954325
8069,119508.11236803883
12420,170093.49822317754
8604,193321.33888318838
4854,284026.30225277634
12212,188096.43254168853
12099,350779.17336621403
3882,385612.77655432967
6995,279297.05179729965
10172,216231.3802712495
11672,339896.7312331723
12897,279377.2214192884
16097,186515.63038091746
6779,293090.98765150516
11199,189157.54465389752
10816,395200.71756315633
143,398991.68062540115
5399,256598.91709312718
3286,154795.51645680287
13706,188411.97994196662
1935,384492.5540927012
16000,179445.87699933987
2860,209450.49781507382
11407,215739.44369387696
16378,282965.48995078576
12278,179243.28487238343
3842,168981.9535269484
2692,338759.0598670247
7699,189699.48633800042
6825,290411.65904642886
7268,325957.8361885169
1477,351393.1515807467
9887,153328.330753231
9436,187180.7763430755
3179,230394.89646953865
1350,477453.60494427336
10643,195942.9838927471
5793,242269.2920999486
11494,411540.1487065485
4206,187566.873192734
12419,238912.3183863714
8530,232261.84714525286
5985,140246.38657333094
8908,195327.48949569458
256,122882.07571830561
7234,169953.7667656808
5648,209955.58616555054
3014,229526.34592586305
2184,188469.64612605944
9189,262644.31231517403
14884,195885.94415962056
10333,172213.02851472417
15896,137615.26533116578
13269,142366.6759141746
8603,245652.23693369032
15087,176873.55593690742
4344,198087.33712486175
7981,71747.98246819993
10908,246978.5607752415
6190,178237.34494075496
11742,196796.89174578164
9224,144023.58982960536
14667,218791.90305641628
458,191760.8764707107
2464,342179.3383226526
12320,231201.58251273487
278,210199.94530388544
2912,239953.91665562073
6698,219327.5018947822
4510,121431.38972872616
4183,181266.81393792335
5551,238047.5891737835
12187,180233.24565969798
7948,221711.08712362492
10808,193004.85253785137
12432,181088.7049839002
5356,179445.63539583347
8984,487247.52059278765
9203,184946.72582309606
15412,85621.15828730457
12041,135288.39295020112
7644,284680.4820444466
7071,207055.7376359817
10685,174296.7547878436
6763,206195.02501520765
940,136952.92940383375
14959,193925.03262343685
1338,158247.91403843794
5351,132279.2552529181
6524,185381.97759921543
12516,153991.21810293288
3288,244548.21131206112
3146,231047.30305634276
3954,180979.3184443268
11955,171455.22544667686
1211,212604.8441776918
15668,206093.43137665355
1320,88679.3299696747
9108,175201.62932695152
16482,174450.6103624298
5017,141189.4239810143
8290,219306.20227509685
4304,409289.088129324
1930,212605.01335675782
12530,166191.63335682778
11295,348488.26388581493
3002,151647.30702840575
15483,160668.283218063
11525,198177.3884795086
