Id,Price
1,250193.68724128362
10014,139773.73117915966
10040,170606.2603605243
1005,340895.3438039074
10056,145791.51568141207
10057,132165.88993944752
1006,181328.1930784352
10120,131981.88043261008
10126,220960.28704089898
10136,137107.50266483994
10141,148130.83818220574
10151,184806.52160296854
10153,247167.4391848519
10154,179849.2908554045
10159,180419.53003024007
10162,208255.0676701421
10164,270974.62713599676
10173,196425.7828905083
10174,165584.432775711
10223,174581.60126390366
10228,107697.38268711235
10235,153984.90665356713
1024,176951.1853189186
10243,215907.7004134794
10255,219486.63618739514
10260,179813.17325575903
10262,188128.65310729278
10264,99547.82233674826
10265,265462.52152345754
10266,200719.57318099623
10270,115398.89775143485
10281,199446.92721029287
10286,141644.41028325682
10295,134860.71662519194
10299,182613.742838755
10301,199867.991487654
10333,162771.1777093219
10335,112520.60595798003
10339,222623.85212126322
10350,214619.567457188
10373,144017.44969674194
10375,188316.9661237477
10387,207046.70496991675
10395,130537.6851375947
10397,197538.77305971604
10409,238165.8835310564
10455,149328.1305368186
10462,145937.37099579774
10467,74150.35209285349
10478,215073.44866274094
1048,205911.53238642387
10486,124345.01223667062
10488,195897.03218961958
10489,148025.3742676805
1050,160337.64659775392
1052,148925.55298702567
10542,179031.66434547154
10551,153497.63292546113
10555,305884.68732377276
10559,115051.56896794168
10574,130849.70181621451
10577,131987.42809970822
10582,151606.06729202348
10594,156577.02353560337
10601,144215.8617901315
10606,405010.29197429103
10612,191142.28265243344
10614,113273.28039191113
10616,228307.4280051981
10617,181541.6488516429
10623,189338.54081350678
10634,408992.2601707267
10663,190780.39655947138
10664,185553.37108975073
10670,206036.09391470044
10674,174742.33334699002
10685,174661.0313882076
10686,211118.38849195922
10691,244097.86904107034
10694,106375.05788352546
10698,199744.3931286088
10720,140420.60756365632
10729,222174.11018066117
10732,178571.32761789695
10746,130077.71289466272
10747,217156.36155528584
10748,176636.4373392932
10749,181548.34162269326
10750,86923.65604750844
10769,135223.73150302237
10793,223237.66030021594
10795,177530.31272921438
10798,104874.70429200839
10816,428285.2035659462
10823,127628.98273636252
10842,128558.68667250588
10845,187856.20858478302
10847,151918.47125282127
10857,113294.72269897217
10858,128056.32216020797
10865,161429.612068025
10869,192310.44539488025
10877,281565.4878865892
10880,322443.0658940167
10884,159298.8240616238
109,350181.4474055801
10905,183583.7666424957
10907,195282.82653539328
10921,244383.9086173071
10926,220665.98524091617
10932,180815.20390411236
10943,341501.57173316635
1095,143226.46305306893
10969,119140.89991304518
1097,78772.85193199103
10978,205570.79613166003
10979,190912.04453060424
10985,342042.8910858588
10994,206127.8295764351
11005,224085.32639141497
11010,159139.3075401694
11011,136082.32753108913
11016,72278.152103795
11066,262633.19829232554
11080,239378.4463743645
11081,153502.56941275523
11082,149678.44971259765
11088,191471.72359065237
11089,126600.38356098402
111,180612.2835025358
1110,121287.93898178688
11106,145084.83157324677
11110,196590.4542742595
11130,266195.12169938645
11147,251287.27580373315
11155,165708.19310841797
11169,178285.64570556753
11174,203129.55161896508
11188,252083.7958189426
11189,133659.13287294543
11190,217094.10576911276
11222,214056.91031543253
11228,206376.2524551309
11253,338992.8478925662
11259,142243.44717745244
11280,169969.70902751962
11283,105856.08698680912
11286,198290.5643797131
11291,151977.56381482037
11296,136384.6432866132
11298,194308.48794302036
113,176699.79409685778
11301,148734.25241451702
11309,127459.0683733155
11318,209665.63293944948
11319,207885.78651375463
11323,147931.08829202544
11329,241640.01650164294
11333,168401.53348089516
11336,76127.95977843682
1134,182697.84072287587
11342,111001.37817745373
11359,137633.16913122014
11360,214045.49033343713
11366,182495.0098787524
11373,215935.8667906365
11378,165499.44891467955
11380,230398.5795362168
11384,200842.64426550866
11386,152860.01775271297
1139,185104.128493721
11390,131704.5702694899
11393,167979.0269002099
11404,134685.86720293987
11418,201005.19974094565
1142,149380.82204928767
11424,184073.83802690817
11427,104584.4841909147
11452,78531.67013975147
11456,172729.46994802146
11464,326406.72753528354
11475,147014.2023265388
11509,123542.98325819348
11513,142037.53733187824
11518,164110.8160436892
11524,227161.82282567458
11529,139299.43551450007
11537,141950.37403572202
11538,212679.57631617802
11540,215466.91179517974
11544,183532.48537277812
11552,210488.00560175456
11569,211981.70851087547
11570,202401.77447651277
1158,193612.76787229214
11584,248007.88450074047
11593,129169.10062162162
116,261100.9715164673
11604,220230.1617182103
11608,100657.66183656143
1161,138595.22537567525
11636,202167.8028437341
11637,148189.6581174459
11641,139063.1320091738
11643,131051.18932876861
1165,104492.36467881921
117,446759.70600700425
11704,278628.7159383
11705,154194.51013715865
11715,266713.68754092907
11717,243168.8157525653
11718,181192.6184868536
11720,198983.12598188006
11727,213433.9160176303
11732,154691.99543656624
11761,214367.24469145114
11772,151077.64044602076
11792,154733.18410980428
11798,214658.38499350054
11812,390314.62370282755
11817,240358.68896299397
11844,238958.67028754987
11845,113853.17366873231
11855,446035.8265374841
1186,200226.92601636043
11877,201735.77611813255
11879,300918.58957577404
1189,126997.7645768841
11890,202375.07664761672
11920,267962.99446678086
11946,142901.92788496905
11950,86051.39854958394
11971,313848.20396718045
11972,174972.2199604249
1198,206153.94990048354
11985,209702.30196430915
12003,198201.15635422675
1201,166018.4487537543
12013,238113.13843213985
12017,149739.77737263677
12032,199054.20434321245
12041,133541.13954571902
12053,149581.4975105083
12054,180678.87866268694
12061,188483.67673945363
12064,179404.92823783171
12094,234320.3005511086
12096,103306.01935124987
12102,204575.6129593691
12103,191924.61201582325
12112,220030.28273921582
12123,129475.87371118588
12127,213632.75945748077
12128,185436.90704740345
1213,212260.58902404463
12131,423224.8931117626
1215,135103.05532436445
12167,180811.12089462634
12172,73149.69271685802
12184,197978.9717124822
12185,228830.29334890563
12187,175571.34436291218
12195,184425.87343507973
12212,189946.20869637883
12220,329041.61693411146
12230,162830.59449593996
12233,182439.37744062828
12235,177470.70610962706
12249,127916.57959172323
12262,234611.38795994487
12271,180181.32970186233
1228,202466.03115137693
12293,138634.31342520815
12303,139793.72152978525
12305,182369.7675651272
12316,460026.599794089
12317,127482.91768196563
12325,203145.8997165514
1234,214581.93476035143
12341,209544.64312655752
12350,137740.07991524873
12351,129727.96641099318
12359,125355.56339396918
12385,153229.68440618887
12389,250011.1326822272
12392,147245.22524552047
12397,138468.24931963749
12401,210523.34906519493
12426,178794.3635997899
12445,335799.1352404747
12474,161385.4793198299
12499,215839.63204596788
12512,129084.92342916658
12513,214388.696693296
12522,112015.80018119034
12526,176537.23878653077
12535,157981.47264675397
12539,249494.32362326552
1254,142103.20828836097
12556,124610.79507103616
12563,156705.5348981513
12575,175777.11290026846
12578,159526.31771095053
12579,127803.23750730445
12580,178966.0091746376
12587,166013.19418010785
12598,249895.75856563478
12603,199196.00311090046
12608,279730.73240538733
12609,108637.42187383946
12612,144385.6296917271
12615,159145.7028371432
12617,195772.54525913383
12627,100215.66967310026
12640,155037.66528175384
12644,201193.10954719645
12655,215014.91231057895
12659,239132.25039617927
12668,189893.7424289012
12669,171857.6053369561
12670,110851.46031321997
12679,381653.2453893373
12688,210670.00722748405
12694,233834.14164356585
12695,204666.25228676485
12699,69821.547996169
12713,215233.0627606507
12736,274545.26399970567
12738,316330.1354025063
1274,84713.94562211246
12743,99114.07511039216
12747,140357.86386357533
12748,271804.84245553135
1276,90641.26114542555
12766,152357.54533780477
12776,126320.29688170194
12795,160968.59869783098
12829,211017.31010647173
12833,85232.69793928048
12835,195273.7416663671
12838,166626.07651312294
12845,191117.46628981145
12876,134733.91329431365
12879,165056.3406445423
12886,132472.33846862952
12901,140947.26726712345
12912,285512.003301659
12916,101513.83538979832
12920,87709.77346038706
12937,150922.2276603199
12946,122445.05050205707
12954,148778.77484365428
12969,86672.6663173051
1298,123767.20293213832
12995,181456.31402033553
13000,184396.07901162503
13012,168904.89099048934
13015,201832.91595487582
13027,112390.56445777416
13030,179977.78934069315
13058,151071.70793342026
13059,224783.07026221012
13069,190180.49509274217
13074,148706.03740321868
13089,73603.69132235626
13101,105002.4290250931
